root_symbol,exchange,contract_code,effective_from,effective_to,known_at,open_fee_rate,close_fee_rate,close_today_fee_rate,source_url,corroborating_url
FB,DCE,FB2609.DCE,2026-06-18,,2026-06-17T22:58:12+08:00,0.0001,0.0001,0.0001,https://www.quantcont.com/shouxufei/heyue/fb,https://www.jiaoyixingqiu.com/shouxufei/heyue/fb
