signal_type,window_id,model,model_kind,rank,feature,importance,feature_meaning
tight_range_breakout,0,trade_filter,hist_gradient_boosting,9,generic_macd_dif,0.018715700845557254,MACD 快慢线差
tight_range_breakout,0,trade_filter,hist_gradient_boosting,10,generic_mfi_14,0.01568417214934596,资金流量指数
tight_range_breakout,0,regime_classifier,random_forest,1,feature_trend_score,0.5175441595695902,趋势强弱分数
tight_range_breakout,0,regime_classifier,random_forest,2,generic_rsi_14,0.08816188033594179,未在 FEATURES.md 登记（自定义/衍生特征）
tight_range_breakout,0,regime_classifier,random_forest,3,generic_macd_dif,0.08508195892548848,MACD 快慢线差
tight_range_breakout,0,regime_classifier,random_forest,4,generic_trend_score,0.08102384054052367,"综合趋势得分 [-1, 1]"
tight_range_breakout,0,regime_classifier,random_forest,5,generic_macd_dea,0.05932893509321771,MACD 信号线
tight_range_breakout,0,regime_classifier,random_forest,6,feature_trend_dir,0.024897797239800564,趋势方向编码
tight_range_breakout,0,regime_classifier,random_forest,7,generic_setup_quality_score,0.020157098087981558,"形态质量分 [0, 1]"
tight_range_breakout,0,regime_classifier,random_forest,8,generic_stoch_d,0.013018739007354159,KDJ-D 值
tight_range_breakout,0,regime_classifier,random_forest,9,generic_mfi_14,0.010080320756567,资金流量指数
tight_range_breakout,0,regime_classifier,random_forest,10,generic_compression_score,0.009808199131720792,"压缩体制分 [0, 1]"
tight_range_breakout,0,mfe_mae,random_forest,1,generic_context_score,0.16116862602389603,"大环境配合分 [0, 1]"
tight_range_breakout,0,mfe_mae,random_forest,2,generic_breakout_quality_score,0.13853183577309347,"突破质量分 [0, 1]"
tight_range_breakout,0,mfe_mae,random_forest,3,feature_turnover,0.04346440032804013,信号时点成交额
tight_range_breakout,0,mfe_mae,random_forest,4,feature_breakout_score,0.03757558800478681,突破质量分数
tight_range_breakout,0,mfe_mae,random_forest,5,generic_mfi_14,0.03648788052466952,资金流量指数
tight_range_breakout,0,mfe_mae,random_forest,6,generic_bb_width,0.0364251988200313,布林带宽度
tight_range_breakout,0,mfe_mae,random_forest,7,generic_macd_dea,0.036258592982353434,MACD 信号线
tight_range_breakout,0,mfe_mae,random_forest,8,generic_regime_conf,0.035743559032746945,首位 - 次位得分差
tight_range_breakout,0,mfe_mae,random_forest,9,generic_stoch_d,0.033061862448069204,KDJ-D 值
tight_range_breakout,0,mfe_mae,random_forest,10,feature_tr_range_atr,0.029649176245129423,tight range / ATR 比值
