window_id,pred_split,decile,sample_count,score_min,score_max,score_mean,avg_return_atr,median_return_atr,total_return_atr,win_rate,executed_rate,executed_avg_return_atr
0,test,1,62,0.04262457910296001,0.18693947951789627,0.13749148732051786,1.4272502514074623,1.0348779611099301,88.48951558726266,0.6129032258064516,1.0,1.4272502514074623
0,test,2,62,0.18898928950255456,0.2894168130799921,0.24164496877578198,0.204644088847888,-0.42830532338966604,12.687933508569056,0.45161290322580644,1.0,0.204644088847888
0,test,3,62,0.29072845305743794,0.3464739114479574,0.32070738072072674,1.1342067926475254,0.8518293453544022,70.32082114414658,0.6129032258064516,1.0,1.1342067926475254
0,test,4,62,0.34784489104915256,0.41584376254081484,0.3777757272884987,0.7830354884094595,0.14278230439928086,48.548200281386485,0.5161290322580645,1.0,0.7830354884094595
0,test,5,62,0.4172311611761642,0.48074690602957787,0.45255992028789094,0.16585420918611735,0.3177310243895507,10.282960969539275,0.5806451612903226,1.0,0.16585420918611735
0,test,6,62,0.4816002455091458,0.5436479209312586,0.5101777478222984,1.8323803594289294,1.0551285237868417,113.60758228459362,0.7258064516129032,1.0,1.8323803594289294
0,test,7,62,0.5446801277134307,0.609950124340036,0.5775007165795721,0.8554353517434498,1.111804696950586,53.03699180809389,0.5645161290322581,1.0,0.8554353517434498
0,test,8,62,0.6108815677649925,0.6579023082699813,0.636948529633857,0.9769268738649883,0.6181235347065039,60.56946617962927,0.6129032258064516,1.0,0.9769268738649883
0,test,9,62,0.6581999782608123,0.7493703108887129,0.6954015016518017,1.1174372142305504,0.903043687554878,69.28110728229413,0.6451612903225806,1.0,1.1174372142305504
0,test,10,62,0.7504866467424693,0.9536090823367075,0.8215332830070826,1.0102965001357882,0.7266309080464745,62.63838300841886,0.6290322580645161,1.0,1.0102965001357882
