total_pnl,total_return,annualized,mdd,sharpe,calmar,winrate,pf,trade_count,symbol,exchange,interval,signal_type
1062.0029999999997,0.0010620029999999997,5.6701712915829816e-05,0.0010807684144757631,0.14185214967380388,0.05246425798197805,0.38461538461538464,1.1454767143396072,156,RB0,SHFE,minute60,donchian_breakout
