entry_i,exit_i,side,lots,entry_price,exit_price,gross_pnl,cost,net_pnl
2425,2438,long,1,4832.0,4820.0,-12.0,29.652,-41.652
2473,2563,short,1,4779.0,4369.0,410.0,29.148,380.852
2590,2618,short,1,4227.0,3980.0,247.0,28.207,218.793
2622,2639,long,1,4090.0,4040.0,-50.0,28.13,-78.13
2659,2671,short,1,3978.0,4062.0,-84.0,28.04,-112.03999999999999
2675,2695,long,1,4120.0,4069.0,-51.0,28.189,-79.189
2708,2720,long,1,4204.0,4158.0,-46.0,28.362000000000002,-74.362
2739,2757,short,1,4067.0,4076.0,-9.0,28.143,-37.143
2773,2782,long,1,4124.0,4077.0,-47.0,28.201,-75.201
2855,2905,long,1,4188.0,4228.0,40.0,28.416000000000004,11.583999999999996
2921,2933,short,1,4179.0,4186.0,-7.0,28.365000000000002,-35.365
2972,3001,long,1,4279.0,4319.0,40.0,28.598,11.402000000000001
3035,3040,short,1,4274.0,4321.0,-47.0,28.595000000000002,-75.595
3071,3089,short,1,4206.0,4173.0,33.0,28.378999999999998,4.621000000000002
3169,3190,long,1,4292.0,4320.0,28.0,28.612000000000002,-0.6120000000000019
3275,3289,long,1,4366.0,4362.0,-4.0,28.728,-32.728
3311,3324,short,1,4348.0,4332.0,16.0,28.68,-12.68
3397,3437,short,1,4203.0,4085.0,118.0,28.288,89.712
3458,3473,short,1,4011.0,4029.0,-18.0,28.04,-46.04
3479,3493,long,1,4080.0,4070.0,-10.0,28.15,-38.15
3596,3611,short,1,4085.0,4075.0,10.0,28.16,-18.16
3657,3677,short,1,4020.0,3935.0,85.0,27.955,57.045
3705,3722,short,1,3781.0,3729.0,52.0,27.509999999999998,24.490000000000002
3757,3773,short,1,3696.0,3665.0,31.0,27.360999999999997,3.639000000000003
3849,3912,short,1,3525.0,3269.0,256.0,26.794,229.206
3916,3937,long,1,3393.0,3451.0,58.0,26.844,31.156
4075,4080,long,1,3733.0,3653.0,-80.0,27.386000000000003,-107.386
4189,4205,short,1,3636.0,3566.0,70.0,27.201999999999998,42.798
4241,4249,short,1,3488.0,3485.0,3.0,26.973,-23.973
4262,4327,long,1,3616.0,3814.0,198.0,27.43,170.57
4347,4387,long,1,3876.0,4012.0,136.0,27.888,108.112
4503,4510,long,1,4195.0,4136.0,-59.0,28.331,-87.331
4531,4546,long,1,4278.0,4159.0,-119.0,28.436999999999998,-147.437
4552,4579,short,1,4060.0,3992.0,68.0,28.052,39.948
4639,4647,short,1,3822.0,3893.0,-71.0,27.715,-98.715
4713,4724,short,1,3735.0,3761.0,-26.0,27.496,-53.495999999999995
4761,4788,short,1,3745.0,3688.0,57.0,27.433,29.567
4938,4953,short,1,3463.0,3462.0,1.0,26.925,-25.925
5066,5084,long,1,3561.0,3617.0,56.0,27.178,28.822
