total_pnl,total_return,annualized,mdd,sharpe,calmar,winrate,pf,trade_count,symbol,exchange,interval,signal_type
-2304.8160000000003,-0.0023048160000000003,-0.00012325345221564366,0.003029959168288765,-0.3749053537834192,-0.04067825517439356,0.31985294117647056,0.757579684292013,272,RB0,SHFE,minute60,atr_breakout
