total_pnl,total_return,annualized,mdd,sharpe,calmar,winrate,pf,trade_count,symbol,exchange,interval
-3929.04,-0.00392904,-0.4984913719871904,0.003929040000000037,-13.240254824816892,-126.87358031152283,0.0,0.0,1,RB0,SHFE,minute
