signal_type,window_id,split,model,model_kind,train_executed_count,train_non_executed_count,auc,accuracy,precision,recall,f1,macro_f1,weighted_f1,mfe_mae_mae,mae_mae,mfe_rmse,mae_rmse,mfe_r2,mae_r2
donchian_breakout,0,valid,mfe_mae,random_forest,424,402,,,,,,,,1.8369772224824346,0.9542579095350759,2.2843692593260694,1.191346029900471,-0.4380866301200306,-0.17316665788702656
donchian_breakout,0,test,trade_filter,hist_gradient_boosting,424,402,0.8083916083916084,0.785234899328859,0.6060606060606061,0.5128205128205128,0.5555555555555556,,,,,,,,
donchian_breakout,0,test,regime_classifier,random_forest,424,402,,1.0,,,,1.0,1.0,,,,,,
donchian_breakout,0,test,mfe_mae,random_forest,424,402,,,,,,,,2.437036030515118,1.4377275694008043,3.219597531443691,1.954333762643238,-0.7184378074838116,-0.07508016943819729
tight_range_breakout,0,train,trade_filter,hist_gradient_boosting,394,1356,1.0,0.9982857142857143,1.0,0.9864864864864865,0.9931972789115646,,,,,,,,
tight_range_breakout,0,train,regime_classifier,random_forest,394,1356,,0.9834285714285714,,,,0.9833707759559989,0.98342153194926,,,,,,
tight_range_breakout,0,train,mfe_mae,random_forest,394,1356,,,,,,,,0.8753283048828642,0.5254150275199283,1.6824880291283173,0.760365444838866,0.5994029111942561,0.7121727156907404
tight_range_breakout,0,valid,trade_filter,hist_gradient_boosting,394,1356,0.8102110770340971,0.8257839721254355,0.4090909090909091,0.1956521739130435,0.2647058823529412,,,,,,,,
tight_range_breakout,0,valid,regime_classifier,random_forest,394,1356,,0.89198606271777,,,,0.894881027819794,0.892829438394881,,,,,,
tight_range_breakout,0,valid,mfe_mae,random_forest,394,1356,,,,,,,,1.343106994646135,1.148804910450482,1.5673687403022858,1.4606418747763443,-0.11128281725566369,-0.09923408118156396
tight_range_breakout,0,test,trade_filter,hist_gradient_boosting,394,1356,0.7962962962962963,0.7948717948717948,0.6,0.3333333333333333,0.42857142857142855,,,,,,,,
tight_range_breakout,0,test,regime_classifier,random_forest,394,1356,,0.9230769230769231,,,,0.8604040404040404,0.9119347319347318,,,,,,
tight_range_breakout,0,test,mfe_mae,random_forest,394,1356,,,,,,,,1.800700689046273,1.9862977753818678,2.294367168024692,2.896241773277479,0.1895838651404831,-0.2542783395112489
