signal_type,window_id,model,model_kind,rank,feature,importance,feature_meaning
atr_breakout,0,trade_filter,hist_gradient_boosting,1,feature_atr14,0.0,14周期 ATR 波动率
atr_breakout,0,trade_filter,hist_gradient_boosting,2,feature_atr_lower,0.0,未在 FEATURES.md 登记（自定义/衍生特征）
atr_breakout,0,trade_filter,hist_gradient_boosting,3,feature_atr_ma,0.0,未在 FEATURES.md 登记（自定义/衍生特征）
atr_breakout,0,trade_filter,hist_gradient_boosting,4,feature_atr_upper,0.0,未在 FEATURES.md 登记（自定义/衍生特征）
atr_breakout,0,trade_filter,hist_gradient_boosting,5,feature_atr_value,0.0,未在 FEATURES.md 登记（自定义/衍生特征）
atr_breakout,0,trade_filter,hist_gradient_boosting,6,feature_bp_bars_since_breakout,0.0,未在 FEATURES.md 登记（自定义/衍生特征）
atr_breakout,0,trade_filter,hist_gradient_boosting,7,feature_bp_breakout_level,0.0,未在 FEATURES.md 登记（自定义/衍生特征）
atr_breakout,0,trade_filter,hist_gradient_boosting,8,feature_bp_confirmed,0.0,突破回踩确认标记
atr_breakout,0,trade_filter,hist_gradient_boosting,9,feature_breakout_score,0.0,突破质量分数
atr_breakout,0,trade_filter,hist_gradient_boosting,10,feature_close,0.0,信号时点收盘价
atr_breakout,0,regime_classifier,random_forest,1,feature_trend_score,0.05241226444145773,趋势强弱分数
atr_breakout,0,regime_classifier,random_forest,2,generic_rsi_14,0.03316103540348416,未在 FEATURES.md 登记（自定义/衍生特征）
atr_breakout,0,regime_classifier,random_forest,3,generic_pa_pullback_depth_20,0.032672903275051214,未在 FEATURES.md 登记（自定义/衍生特征）
atr_breakout,0,regime_classifier,random_forest,4,generic_price_pos_10,0.030332128386391818,未在 FEATURES.md 登记（自定义/衍生特征）
atr_breakout,0,regime_classifier,random_forest,5,generic_pa_range_zone_20,0.029547386159109134,区间位置分区
atr_breakout,0,regime_classifier,random_forest,6,generic_pa_ema_slope_20,0.02941483112511265,未在 FEATURES.md 登记（自定义/衍生特征）
atr_breakout,0,regime_classifier,random_forest,7,generic_roc_10,0.02649169114638347,未在 FEATURES.md 登记（自定义/衍生特征）
