total_pnl,total_return,annualized,mdd,sharpe,calmar,winrate,pf,trade_count,symbol,exchange,interval,trade_side_mode
-3753549.9490000005,-3.7535499490000004,,3.753549948999992,-10.521446826613134,,0.04623791509037411,0.018395976973023063,2379,RB0,SHFE,minute5,both
