entry_datetime,exit_datetime,entry_price,exit_price,volume,pnl,return_pct
2019-07-01 00:00:00+08:00,2019-07-05 00:00:00+08:00,4070.0,3995.0,1.0,-778.065,-0.018427518427518427
2020-05-22 00:00:00+08:00,2020-05-25 00:00:00+08:00,3570.0,3516.0,1.0,-567.086,-0.015126050420168067
2020-11-18 00:00:00+08:00,2020-11-25 00:00:00+08:00,3920.0,3896.0,1.0,-267.81600000000003,-0.006122448979591836
2020-12-22 00:00:00+08:00,2020-12-23 00:00:00+08:00,4470.0,4355.0,1.0,-1178.825,-0.025727069351230425
2022-12-15 00:00:00+08:00,2022-12-19 00:00:00+08:00,3993.0,3988.0,1.0,-77.981,-0.001252191334835963
2023-11-21 00:00:00+08:00,2023-11-23 00:00:00+08:00,4000.0,3928.0,1.0,-747.928,-0.018
