tradeid,datetime,direction,offset,price,volume
1,2019-01-07 00:00:00+08:00,多,开,513.0,1.0
2,2019-02-13 00:00:00+08:00,空,平,621.0,1.0
3,2019-05-17 00:00:00+08:00,多,开,682.0,1.0
4,2019-05-29 00:00:00+08:00,空,平,732.0,1.0
5,2023-10-30 00:00:00+08:00,多,开,892.0,1.0
6,2023-11-16 00:00:00+08:00,空,平,956.5,1.0
7,2024-10-08 00:00:00+08:00,多,开,829.5,1.0
8,2024-10-09 00:00:00+08:00,空,平,782.5,1.0
