tradeid,datetime,direction,offset,price,volume
1,2020-12-18 00:00:00+08:00,多,开,3866.0,1.0
2,2020-12-21 00:00:00+08:00,空,平,3772.0,1.0
3,2021-02-25 00:00:00+08:00,多,开,4766.0,1.0
4,2021-03-01 00:00:00+08:00,空,平,4736.0,1.0
5,2022-01-17 00:00:00+08:00,多,开,5390.0,1.0
6,2022-01-18 00:00:00+08:00,空,平,5266.0,1.0
7,2023-03-30 00:00:00+08:00,多,开,6220.0,1.0
8,2023-04-04 00:00:00+08:00,空,平,6288.0,1.0
