vt_symbol,n_trades,total_return,total_pnl_net,win_rate,profit_factor,avg_win,avg_loss,max_drawdown,sharpe,annual_return,trade_count
RB0.SHFE,133,-0.051715784099338656,-51715.784099338656,0.2706766917293233,0.4839464087116539,1347.1720988264315,-1033.1338108978368,-0.012495649129174625,-0.2054093020274886,-0.002963903637101528,133
