total_pnl,total_return,annualized,mdd,sharpe,calmar,winrate,pf,trade_count,symbol,exchange,interval,signal_type
-2160.733,-0.002160733,-0.00011554050632822666,0.0021607330000000076,-0.8212848903450816,-0.053472829048395266,0.29508196721311475,0.5022270088462956,183,RB0,SHFE,minute60,breakout_pullback_continuation
