total_pnl,total_return,annualized,mdd,sharpe,calmar,winrate,pf,trade_count,symbol,exchange,interval,trade_side_mode
-95768.731,-0.095768731,-0.005363175646051377,0.09576873100000002,-2.0404903827837644,-0.05600132308374615,0.24253731343283583,0.22012662666461236,268,RB0,SHFE,minute60,both
