rank,feature,importance,feature_meaning,model_kind
1,feature_trend_score,0.06365986953176005,趋势强弱分数,random_forest
2,generic_pa_pullback_depth_60,0.032820900248495315,未在 FEATURES.md 登记（自定义/衍生特征）,random_forest
3,generic_is_10d_high,0.0327577377257984,未在 FEATURES.md 登记（自定义/衍生特征）,random_forest
4,generic_days_since_20d_low,0.029977441133218995,未在 FEATURES.md 登记（自定义/衍生特征）,random_forest
5,generic_roc_3,0.029594721622351928,未在 FEATURES.md 登记（自定义/衍生特征）,random_forest
6,generic_log_ret_20,0.029541859578630324,未在 FEATURES.md 登记（自定义/衍生特征）,random_forest
7,generic_pa_ema_slope_20,0.026392387925010488,未在 FEATURES.md 登记（自定义/衍生特征）,random_forest
8,generic_aroon_down,0.023260105866984498,Aroon 下行,random_forest
9,generic_pa_space_to_low_60,0.023137093070790184,未在 FEATURES.md 登记（自定义/衍生特征）,random_forest
10,generic_momentum_3,0.02298642303518557,未在 FEATURES.md 登记（自定义/衍生特征）,random_forest
11,generic_bias_60,0.022973674530767343,未在 FEATURES.md 登记（自定义/衍生特征）,random_forest
12,generic_pa_dist_to_ema_60,0.02286619704401151,未在 FEATURES.md 登记（自定义/衍生特征）,random_forest
13,generic_momentum_20,0.01981861002522527,未在 FEATURES.md 登记（自定义/衍生特征）,random_forest
14,generic_cci_3,0.019786835286240555,未在 FEATURES.md 登记（自定义/衍生特征）,random_forest
15,generic_bias_5,0.019662214306804083,未在 FEATURES.md 登记（自定义/衍生特征）,random_forest
16,generic_bias_3,0.019626144589881094,未在 FEATURES.md 登记（自定义/衍生特征）,random_forest
17,generic_price_pos_60,0.016574338649177144,未在 FEATURES.md 登记（自定义/衍生特征）,random_forest
18,generic_roc_10,0.016493321167879004,未在 FEATURES.md 登记（自定义/衍生特征）,random_forest
19,generic_williams_r_14,0.016459688657331613,威廉 %R,random_forest
20,generic_pa_breakout_down_20,0.01644365701819966,未在 FEATURES.md 登记（自定义/衍生特征）,random_forest
21,generic_rsi_3,0.01642349031210155,未在 FEATURES.md 登记（自定义/衍生特征）,random_forest
22,generic_is_10d_low,0.016409131356625764,未在 FEATURES.md 登记（自定义/衍生特征）,random_forest
23,generic_pa_pullback_depth_10,0.01637300550644419,未在 FEATURES.md 登记（自定义/衍生特征）,random_forest
24,generic_momentum_5,0.01636396099209766,未在 FEATURES.md 登记（自定义/衍生特征）,random_forest
25,generic_bias_10,0.013306165907341664,未在 FEATURES.md 登记（自定义/衍生特征）,random_forest
26,generic_pct_ret_3,0.013130940720319745,未在 FEATURES.md 登记（自定义/衍生特征）,random_forest
