window_id,pred_split,decile,sample_count,score_min,score_max,score_mean,avg_return_atr,median_return_atr,total_return_atr,win_rate,executed_rate,executed_avg_return_atr
0,test,1,22,0.06114762644831496,0.2341905023766093,0.15895681182862342,-0.6098273928279739,-0.8163087670701289,-13.416202642215428,0.4090909090909091,1.0,-0.6098273928279739
0,test,2,22,0.23972285186911177,0.4502935824088272,0.34357814384773994,1.189058782137853,0.6301754665908506,26.159293207032768,0.5909090909090909,1.0,1.189058782137853
0,test,3,21,0.4509199237625726,0.5357435969094987,0.4975345879772224,1.7899599905432386,0.8448017791022404,37.58915980140801,0.6666666666666666,1.0,1.7899599905432386
0,test,4,22,0.5396714563297078,0.6341956782128683,0.5809528968451992,-0.06494539431254087,-0.9907531211970144,-1.4287986748758992,0.36363636363636365,1.0,-0.06494539431254087
0,test,5,21,0.6377302644343567,0.7064754725333466,0.673260705434132,-0.3925634303353535,-0.9136832905902441,-8.243832037042424,0.3333333333333333,1.0,-0.3925634303353535
0,test,6,22,0.7077927938407402,0.7870220016542488,0.7466207752036688,0.8938550088917995,1.2143374182297255,19.664810195619587,0.5909090909090909,1.0,0.8938550088917995
0,test,7,21,0.799441903156736,0.844422294431457,0.8260767131645682,1.7361371601245803,1.819582546857117,36.458880362616185,0.7142857142857143,1.0,1.7361371601245803
0,test,8,22,0.8477223980395865,0.9139301070245871,0.8839267875524875,0.3059134059004358,-0.09182349293916481,6.730094929809588,0.45454545454545453,1.0,0.3059134059004358
0,test,9,21,0.9150321379062598,0.9496003350894787,0.9343878890955134,0.9646634944046759,0.6044717593156832,20.257933382498194,0.5714285714285714,1.0,0.9646634944046759
0,test,10,22,0.9524791257055153,0.9973435052678368,0.9784140071165404,2.3695347897177967,3.1028902442042856,52.12976537379153,0.7272727272727273,1.0,2.3695347897177967
