entry_i,exit_i,side,lots,entry_price,exit_price,gross_pnl,cost,net_pnl
13,33,long,4,3877.0,3846.0,-124.0,110.892,-234.892
484,501,long,5,3559.0,3551.0,-40.0,135.55,-175.55
685,703,long,7,3715.0,3855.0,980.0,192.99,787.01
