group_name,total_return,total_return_pct,gross_profit,gross_loss,net_profit,trade_count,win_count,win_rate,win_rate_pct,profit_factor
ALL,-0.005812859999999986,-0.58%,2450.0,-8262.86,-5812.86,7,2,0.2857142857142857,28.57%,0.2965
GOOD_SETUP,-0.005812859999999986,-0.58%,0.0,-3562.86,-3562.86,1,0,0.0,0.00%,0.0
NORMAL_SETUP,-0.005812859999999986,-0.58%,2450.0,-4700.0,-2250.0,6,2,0.3333333333333333,33.33%,0.5213
