month,equity_first,equity_last,monthly_return,monthly_return_pct,trade_count,win_count,gross_profit,gross_loss,profit_factor,win_rate,win_rate_pct,setup_group,group_name
2014-04,1000000.0,1000000.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2014-05,1000000.0,1000000.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2014-06,1000000.0,1000000.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2014-07,1000000.0,1000000.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2014-08,1000000.0,1000000.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2014-09,1000000.0,1000000.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2014-10,1000000.0,1000000.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2014-11,1000000.0,1000000.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2014-12,1000000.0,1000000.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2015-01,1000000.0,1001944.0,0.0019439999999999458,0.19%,2,1,1944.0,0.0,inf,0.5,50.00%,ALL,SR0.CZCE
2015-02,1001944.0,1001944.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2015-03,1001944.0,1002894.0,0.0009481567832134719,0.09%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2015-04,1002837.0,1000770.0,-0.0020611525103282347,-0.21%,4,3,1301.0,-2475.0,0.5257,0.75,75.00%,ALL,SR0.CZCE
2015-05,1000770.0,1000770.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2015-06,1000770.0,1000308.0,-0.0004616445337090047,-0.05%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2015-07,1000968.0,999516.0,-0.0014505958232431393,-0.15%,1,0,0.0,-1254.0,0.0,0.0,0.00%,ALL,SR0.CZCE
2015-08,999516.0,999516.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2015-09,999516.0,999516.0,0.0,0.00%,1,0,0.0,0.0,,0.0,0.00%,ALL,SR0.CZCE
2015-10,999516.0,999516.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2015-11,999516.0,999516.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2015-12,999516.0,999585.0,6.903341217157077e-05,0.01%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2016-01,998389.0,998159.0,-0.00023037112788704128,-0.02%,1,0,0.0,-1357.0,0.0,0.0,0.00%,ALL,SR0.CZCE
2016-02,998159.0,998159.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2016-03,998159.0,998159.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2016-04,998159.0,998887.0,0.0007293427199475122,0.07%,1,1,728.0,0.0,inf,1.0,100.00%,ALL,SR0.CZCE
2016-05,998887.0,998887.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2016-06,998887.0,999258.0,0.00037141338309543137,0.04%,1,1,371.0,0.0,inf,1.0,100.00%,ALL,SR0.CZCE
2016-07,999258.0,999258.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2016-08,999258.0,999258.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2016-09,999258.0,1001058.0,0.0018013365917510793,0.18%,1,1,1800.0,0.0,inf,1.0,100.00%,ALL,SR0.CZCE
2016-10,1001058.0,1000918.0,-0.0001398520365453182,-0.01%,1,0,0.0,-140.0,0.0,0.0,0.00%,ALL,SR0.CZCE
2016-11,1000918.0,1000918.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2016-12,1000918.0,1000918.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2017-01,1000918.0,1000918.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2017-02,1000918.0,1000918.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2017-03,1000918.0,1000918.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2017-04,1000918.0,1000918.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2017-05,1000918.0,1000918.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2017-06,1000918.0,1000918.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2017-07,1000918.0,1000918.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2017-08,1000918.0,1000918.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2017-09,1000918.0,1000918.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2017-10,1000918.0,1000918.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2017-11,1000918.0,1000918.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2017-12,1000918.0,1000918.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2018-01,1000918.0,1000918.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2018-02,1000918.0,1000918.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2018-03,1000918.0,1000918.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2018-04,1000918.0,1000918.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2018-05,1000918.0,1000918.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2018-06,1000918.0,1000918.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
2018-07,1000918.0,1000918.0,0.0,0.00%,0,0,0.0,0.0,,,,ALL,SR0.CZCE
