signal_type,window_id,model,model_kind,rank,feature,importance,feature_meaning
donchian_breakout,0,trade_filter,hist_gradient_boosting,5,feature_volume,0.016593581363707293,信号时点成交量
donchian_breakout,0,trade_filter,hist_gradient_boosting,6,generic_bb_width,0.015869367809575635,布林带宽度
donchian_breakout,0,trade_filter,hist_gradient_boosting,7,generic_stoch_k,0.015324930821772961,KDJ-K 值
donchian_breakout,0,trade_filter,hist_gradient_boosting,8,feature_trend_score,0.014269764952354103,趋势强弱分数
donchian_breakout,0,trade_filter,hist_gradient_boosting,9,feature_turnover,0.01304708000976503,信号时点成交额
donchian_breakout,0,trade_filter,hist_gradient_boosting,10,generic_mfi_14,0.012320823540106959,资金流量指数
donchian_breakout,0,regime_classifier,random_forest,1,generic_rsi_14,0.18281284474556428,未在 FEATURES.md 登记（自定义/衍生特征）
donchian_breakout,0,regime_classifier,random_forest,2,feature_trend_score,0.18067423050264003,趋势强弱分数
donchian_breakout,0,regime_classifier,random_forest,3,generic_macd_dif,0.13366205699408057,MACD 快慢线差
donchian_breakout,0,regime_classifier,random_forest,4,generic_macd_dea,0.12095917724038721,MACD 信号线
donchian_breakout,0,regime_classifier,random_forest,5,generic_trend_score,0.0829644599123669,"综合趋势得分 [-1, 1]"
donchian_breakout,0,regime_classifier,random_forest,6,generic_mfi_14,0.06620594768038365,资金流量指数
donchian_breakout,0,regime_classifier,random_forest,7,generic_setup_quality_score,0.062262729756069925,"形态质量分 [0, 1]"
donchian_breakout,0,regime_classifier,random_forest,8,generic_stoch_k,0.06060446577532604,KDJ-K 值
donchian_breakout,0,regime_classifier,random_forest,9,generic_stoch_d,0.05337314745898105,KDJ-D 值
donchian_breakout,0,regime_classifier,random_forest,10,feature_trend_dir,0.035268864303013486,趋势方向编码
donchian_breakout,0,mfe_mae,random_forest,1,feature_tr_range_atr,0.0815863345398238,tight range / ATR 比值
donchian_breakout,0,mfe_mae,random_forest,2,feature_turnover,0.07817294853719481,信号时点成交额
donchian_breakout,0,mfe_mae,random_forest,3,generic_context_score,0.05235703178118785,"大环境配合分 [0, 1]"
donchian_breakout,0,mfe_mae,random_forest,4,generic_rsi_14,0.04337433774261327,未在 FEATURES.md 登记（自定义/衍生特征）
donchian_breakout,0,mfe_mae,random_forest,5,feature_atr14,0.042542615096546825,14周期 ATR 波动率
donchian_breakout,0,mfe_mae,random_forest,6,generic_atr_14,0.04250326704356024,未在 FEATURES.md 登记（自定义/衍生特征）
donchian_breakout,0,mfe_mae,random_forest,7,generic_mfi_14,0.04225999828284742,资金流量指数
donchian_breakout,0,mfe_mae,random_forest,8,feature_atr_value,0.04189562780573819,未在 FEATURES.md 登记（自定义/衍生特征）
donchian_breakout,0,mfe_mae,random_forest,9,generic_regime_conf,0.04077968362565407,首位 - 次位得分差
donchian_breakout,0,mfe_mae,random_forest,10,feature_volume,0.03881753373653693,信号时点成交量
tight_range_breakout,0,trade_filter,hist_gradient_boosting,1,feature_breakout_score,0.03456575405282747,突破质量分数
tight_range_breakout,0,trade_filter,hist_gradient_boosting,2,generic_stoch_k,0.019830719359562526,KDJ-K 值
tight_range_breakout,0,trade_filter,hist_gradient_boosting,3,generic_setup_quality_score,0.017377916218200434,"形态质量分 [0, 1]"
tight_range_breakout,0,trade_filter,hist_gradient_boosting,4,feature_open_interest,0.014072928323817494,信号时点持仓量
tight_range_breakout,0,trade_filter,hist_gradient_boosting,5,generic_bb_width,0.013482101348210115,布林带宽度
tight_range_breakout,0,trade_filter,hist_gradient_boosting,6,feature_atr14,0.012537253383197148,14周期 ATR 波动率
tight_range_breakout,0,trade_filter,hist_gradient_boosting,7,generic_trend_score,0.012256095774161499,"综合趋势得分 [-1, 1]"
tight_range_breakout,0,trade_filter,hist_gradient_boosting,8,generic_mfi_14,0.011380943216458847,资金流量指数
tight_range_breakout,0,trade_filter,hist_gradient_boosting,9,generic_context_score,0.008193962318544412,"大环境配合分 [0, 1]"
tight_range_breakout,0,trade_filter,hist_gradient_boosting,10,generic_stoch_d,0.007826477443635738,KDJ-D 值
tight_range_breakout,0,regime_classifier,random_forest,1,feature_trend_score,0.47563213229766504,趋势强弱分数
tight_range_breakout,0,regime_classifier,random_forest,2,generic_macd_dif,0.09476395331801296,MACD 快慢线差
tight_range_breakout,0,regime_classifier,random_forest,3,generic_rsi_14,0.08726425064009087,未在 FEATURES.md 登记（自定义/衍生特征）
tight_range_breakout,0,regime_classifier,random_forest,4,generic_macd_dea,0.07749604636020146,MACD 信号线
tight_range_breakout,0,regime_classifier,random_forest,5,generic_trend_score,0.0719785719118244,"综合趋势得分 [-1, 1]"
tight_range_breakout,0,regime_classifier,random_forest,6,feature_trend_dir,0.036078440244139906,趋势方向编码
tight_range_breakout,0,regime_classifier,random_forest,7,generic_setup_quality_score,0.02066873874852031,"形态质量分 [0, 1]"
tight_range_breakout,0,regime_classifier,random_forest,8,generic_mfi_14,0.012201178678326357,资金流量指数
tight_range_breakout,0,regime_classifier,random_forest,9,generic_regime_conf,0.00798000891636519,首位 - 次位得分差
tight_range_breakout,0,regime_classifier,random_forest,10,generic_context_score,0.0075755186506283306,"大环境配合分 [0, 1]"
tight_range_breakout,0,mfe_mae,random_forest,1,feature_don_atr20,0.11504541273361898,Donchian 宽度/ATR20
tight_range_breakout,0,mfe_mae,random_forest,2,generic_bb_width,0.10758304477182978,布林带宽度
tight_range_breakout,0,mfe_mae,random_forest,3,generic_mfi_14,0.055715773201854626,资金流量指数
tight_range_breakout,0,mfe_mae,random_forest,4,generic_context_score,0.045603030823705065,"大环境配合分 [0, 1]"
tight_range_breakout,0,mfe_mae,random_forest,5,generic_rsi_14,0.041917825783883124,未在 FEATURES.md 登记（自定义/衍生特征）
tight_range_breakout,0,mfe_mae,random_forest,6,generic_trend_score,0.03857154784245988,"综合趋势得分 [-1, 1]"
tight_range_breakout,0,mfe_mae,random_forest,7,generic_macd_dea,0.037155554666530914,MACD 信号线
tight_range_breakout,0,mfe_mae,random_forest,8,feature_volume,0.03616249201846501,信号时点成交量
tight_range_breakout,0,mfe_mae,random_forest,9,feature_trend_score,0.03462074191821539,趋势强弱分数
tight_range_breakout,0,mfe_mae,random_forest,10,feature_tr_range_atr,0.033253395369592126,tight range / ATR 比值
