total_pnl,total_return,annualized,mdd,sharpe,calmar,winrate,pf,trade_count,symbol,exchange,interval
-874.645,-0.000874645,-0.00012993085509094282,0.0008746450000000186,-0.38535353671873596,-0.14855267576095452,0.0,0.0,1,RB0,SHFE,day
